queue_ahead,daily_caller,hour,minute,day_of_week,recent_arrivals,recent_services,avg_service_time,time_since_previous_call
0,106,15,56,3,0,0,294.15,939.0
0,122,15,31,2,3,3,393.0,69.0
0,147,16,29,3,2,2,289.1,100.0
0,60,11,54,2,4,4,263.35,122.0
0,45,11,14,2,1,1,350.65,84.0
0,203,15,25,1,7,7,305.15,5.0
0,199,17,23,1,2,2,315.75,223.0
0,94,13,22,4,5,5,228.4,270.0
0,215,16,51,2,2,2,218.25,90.0
0,172,16,6,2,2,2,499.3,23.0
0,65,13,46,1,1,1,258.6,375.0
0,23,9,6,1,0,0,189.45,607.0
0,145,17,3,4,3,3,221.25,286.0
3,137,15,34,1,11,8,387.9,6.0
0,38,10,34,4,0,0,251.8,671.0
0,184,16,54,2,4,4,347.8,154.0
0,72,10,40,4,5,5,396.6,16.0
0,78,10,21,4,4,7,323.5,139.0
0,247,16,50,1,2,4,390.85,31.0
0,140,14,7,2,3,3,396.5,46.0
0,61,10,57,1,2,2,473.7,298.0
0,174,16,39,3,3,3,249.6,97.0
0,65,9,49,0,2,2,291.6,28.0
0,88,11,41,2,4,4,288.2,16.0
0,73,11,2,4,1,1,246.75,496.0
0,177,16,31,4,4,4,246.65,16.0
0,154,14,44,0,3,3,399.95,46.0
0,7,8,32,2,1,1,413.15,50.0
0,172,16,54,1,3,3,426.3,59.0
0,46,10,25,1,3,3,313.15,219.0
0,129,13,24,2,4,4,254.7,156.0
0,163,13,38,0,2,2,411.6,136.0
0,187,17,4,2,2,2,353.45,314.0
0,140,12,16,1,4,4,320.05,43.0
0,209,16,23,0,5,5,240.4,16.0
0,64,12,18,1,4,4,305.45,111.0
0,187,16,12,2,6,6,260.7,75.0
0,136,15,15,3,1,1,308.3,297.0
0,123,15,51,2,2,2,356.2,17.0
0,189,16,54,0,1,1,207.1,578.0
0,52,11,3,3,2,2,334.35,197.0
0,182,15,59,2,4,4,296.95,32.0
0,179,14,46,1,8,8,323.45,19.0
0,151,13,35,4,0,3,362.95,670.0
0,19,8,42,4,6,6,285.25,170.0
0,94,11,13,0,2,2,299.9,39.0
0,91,11,55,2,2,2,210.9,75.0
0,131,14,31,2,1,1,285.15,110.0
0,75,12,24,2,5,5,274.65,210.0
0,96,11,31,3,4,4,332.75,304.0
0,137,14,18,1,3,3,195.9,163.0
0,188,15,46,4,3,3,239.05,129.0
0,113,15,13,0,3,3,323.5,369.0
0,114,14,32,4,3,3,226.95,36.0
1,7,8,14,1,5,4,298.65,205.0
0,47,9,47,2,9,9,347.1,50.0
0,217,17,16,1,2,2,207.5,89.0
0,91,11,19,0,8,8,291.8,311.0
0,117,16,35,1,4,4,326.8,48.0
0,4,8,2,2,3,3,254.95,12.0
0,38,10,6,3,1,1,364.8,98.0
0,114,15,2,4,4,4,257.6,7.0
0,103,13,14,2,3,3,214.65,29.0
3,145,13,51,4,6,5,488.7,75.0
0,88,11,23,0,5,5,278.85,3.0
0,167,15,42,3,6,6,398.2,169.0
0,39,9,25,0,5,5,230.45,48.0
0,36,9,6,0,5,5,288.95,1.0
0,144,15,17,0,6,6,218.55,65.0
0,1,8,0,1,0,0,326.35,50720.0
0,173,16,9,0,2,2,225.55,112.0
0,119,13,37,0,3,3,284.95,52.0
0,74,11,58,1,4,4,373.3,25.0
0,147,15,33,4,7,7,265.85,4.0
0,13,8,36,3,3,3,275.1,176.0
0,191,15,42,0,6,6,298.95,259.0
0,83,12,31,1,2,2,370.1,521.0
0,95,11,31,4,4,4,208.35,86.0
0,123,15,7,2,4,4,323.05,115.0
0,64,11,2,2,2,4,321.3,37.0
0,211,17,17,4,4,4,334.05,21.0
0,41,10,3,1,4,4,244.35,27.0
0,142,16,34,1,4,4,289.65,183.0
0,152,15,34,1,6,6,238.0,23.0
0,74,11,53,0,3,3,292.0,46.0
0,110,14,6,2,3,3,362.3,109.0
0,126,15,23,3,4,4,180.75,355.0
0,86,12,23,1,2,3,342.2,477.0
0,10,8,25,2,5,5,341.4,221.0
0,67,11,33,4,3,3,232.35,238.0
0,118,15,9,0,2,2,214.15,113.0
0,108,14,12,2,2,2,284.05,80.0
0,191,15,32,3,6,6,423.95,12.0
0,252,17,23,4,5,5,276.75,41.0
0,4,8,10,3,2,2,285.95,305.0
0,91,13,39,4,4,4,353.2,54.0
0,63,10,59,0,2,2,191.4,179.0
0,136,16,47,2,4,4,229.55,159.0
1,129,15,16,4,7,6,543.45,52.0
0,19,8,37,2,4,4,231.95,32.0
0,123,16,12,2,2,2,294.35,55.0
0,44,10,19,3,1,1,313.05,99.0
0,63,10,54,3,2,2,218.6,86.0
0,259,16,40,4,6,7,249.85,112.0
0,67,12,49,0,3,3,319.35,157.0
1,113,13,24,0,5,4,409.6,32.0
0,61,11,36,4,5,5,295.55,276.0
1,90,12,57,4,5,4,398.4,5.0
0,109,12,5,0,6,6,385.05,219.0
0,48,10,27,3,5,5,306.85,151.0
0,67,10,40,1,5,5,275.7,6.0
0,127,15,11,4,2,2,330.1,296.0
0,12,8,29,4,3,3,271.25,182.0
0,209,17,5,1,6,6,255.05,213.0
0,149,13,50,3,4,7,357.0,166.0
0,146,13,30,1,6,6,255.3,41.0
0,21,9,27,0,2,2,264.4,71.0
0,235,17,34,4,1,1,301.4,208.0
0,69,12,36,2,3,3,341.7,139.0
6,196,15,45,3,7,3,353.4,69.0
0,212,15,27,1,7,7,287.8,72.0
0,22,9,8,1,2,2,270.4,4.0
0,54,10,56,3,3,3,258.15,83.0
0,159,13,35,0,2,2,253.05,197.0
1,172,16,0,0,7,6,316.6,32.0
0,22,8,58,0,1,1,392.65,494.0
0,143,13,43,3,6,6,293.3,138.0
0,34,9,43,2,4,4,406.05,42.0
0,89,12,49,0,6,6,279.95,141.0
0,46,9,49,3,4,4,288.95,303.0
0,130,15,12,1,2,2,230.45,464.0
0,150,17,53,0,2,2,304.3,133.0
0,135,14,34,2,2,2,310.35,8.0
0,194,17,25,2,7,7,338.45,232.0
0,150,14,59,2,3,3,348.4,262.0
0,124,16,18,0,4,4,360.6,101.0
0,81,11,1,1,1,1,263.2,416.0
0,59,12,47,3,1,1,312.55,374.0
0,199,15,7,0,2,2,276.25,133.0
0,33,9,46,3,3,3,319.9,220.0
0,102,13,38,2,1,1,234.45,333.0
0,143,14,0,2,5,5,401.15,164.0
0,85,13,5,2,2,2,434.45,187.0
0,80,11,51,4,3,3,393.15,101.0
0,98,14,0,2,4,4,540.95,19.0
0,88,11,57,2,2,2,206.15,113.0
0,63,11,22,4,4,4,225.95,100.0
0,85,13,33,3,1,1,357.05,498.0
0,14,8,48,0,4,4,248.35,78.0
0,194,17,41,1,2,2,305.35,415.0
0,89,11,59,2,1,1,328.45,398.0
0,263,17,26,0,5,5,357.8,28.0
0,129,13,8,4,5,5,305.45,9.0
0,145,17,11,0,2,2,291.7,57.0
0,143,16,28,2,2,2,242.15,9.0
0,178,16,34,3,2,2,497.9,143.0
0,95,12,29,3,2,2,420.4,581.0
0,61,11,16,4,4,4,295.4,153.0
0,201,15,8,0,4,4,262.25,10.0
0,122,16,33,1,3,3,241.5,384.0
1,146,13,29,3,6,5,383.15,196.0
0,77,10,48,3,1,1,303.65,387.0
0,58,11,56,0,2,2,348.55,166.0
1,214,15,10,1,5,4,327.6,19.0
0,217,16,33,4,2,2,357.45,476.0
0,233,17,42,2,4,4,255.85,1.0
0,10,8,20,2,6,6,263.45,4.0
0,154,17,2,2,3,3,388.3,351.0
0,19,8,36,3,3,5,434.0,69.0
0,30,9,29,1,5,5,290.35,51.0
0,162,17,36,2,2,2,320.7,160.0
0,8,8,5,4,7,7,295.65,2.0
0,143,16,11,2,3,3,328.65,378.0
0,184,14,31,2,0,0,400.45,650.0
0,200,17,42,4,1,4,373.05,539.0
0,70,12,4,4,2,2,534.65,98.0
0,90,11,46,4,2,2,368.45,44.0
0,150,13,59,3,7,7,238.2,131.0
0,42,10,0,1,1,1,292.0,586.0
0,93,11,38,1,2,2,260.8,337.0
0,138,13,9,2,3,3,175.65,16.0
0,1,8,0,4,0,0,243.65,51373.0
0,29,9,30,3,2,2,248.15,49.0
0,167,16,30,1,3,3,296.05,16.0
0,64,10,48,4,1,3,384.45,31.0
0,123,15,20,4,5,5,349.75,174.0
0,268,17,29,2,5,5,265.2,72.0
0,127,14,40,3,2,2,223.45,219.0
0,99,13,32,1,2,2,234.45,299.0
0,33,9,42,2,6,6,236.65,94.0
0,11,8,33,4,1,1,194.4,531.0
0,72,11,32,3,1,2,379.4,520.0
0,14,8,32,3,4,4,254.6,14.0
0,142,15,11,2,3,3,368.25,369.0
0,21,8,42,2,3,3,416.35,45.0
0,27,9,30,2,2,2,354.35,60.0
0,214,16,32,1,2,2,343.65,214.0
0,239,17,52,2,5,5,206.9,72.0
2,22,8,33,0,9,7,265.35,15.0
0,171,16,4,1,2,4,317.95,194.0
0,39,10,53,2,1,1,275.5,189.0
0,8,8,16,3,3,3,198.05,359.0
1,72,10,18,3,7,6,360.25,236.0
0,111,16,8,0,3,3,250.05,33.0
0,51,11,31,0,3,3,295.15,50.0
0,58,10,27,4,4,4,309.0,44.0
0,250,16,11,1,3,6,365.95,349.0
0,33,10,18,0,4,4,312.9,323.0
0,130,16,19,4,0,0,189.3,630.0
0,46,11,32,1,1,1,245.5,57.0
0,31,9,15,0,4,4,307.7,8.0
0,15,8,34,1,2,2,436.0,466.0
0,87,11,57,2,5,5,291.6,253.0
0,18,9,0,2,5,5,259.65,40.0
2,21,8,46,4,9,7,348.55,87.0
0,159,16,42,1,7,7,262.45,6.0
0,148,14,51,4,4,4,220.4,41.0
0,17,8,43,4,5,5,321.2,300.0
0,8,8,43,3,1,1,230.6,73.0
0,22,9,0,1,3,3,267.4,295.0
0,12,8,40,1,3,3,282.8,66.0
0,14,8,20,4,6,6,335.8,253.0
0,153,15,10,1,3,3,280.35,51.0
0,205,17,49,2,4,4,362.95,18.0
0,65,11,41,3,2,2,340.75,345.0
0,198,15,36,2,3,3,268.35,326.0
0,164,13,31,2,7,7,331.35,10.0
0,87,11,21,4,1,1,277.15,322.0
0,127,13,31,1,4,5,344.15,283.0
0,111,14,8,3,1,1,321.5,546.0
0,60,9,44,1,1,2,379.2,272.0
0,66,11,52,3,1,1,391.15,171.0
0,126,13,22,3,3,3,272.95,361.0
0,8,8,36,0,2,2,273.95,240.0
0,145,16,24,3,2,2,304.9,531.0
0,20,9,6,4,1,1,409.7,68.0
0,162,14,58,1,3,3,250.6,45.0
0,82,13,1,2,2,2,354.25,161.0
0,194,15,38,1,5,5,223.0,84.0
0,17,8,28,1,4,4,331.9,118.0
0,14,8,43,0,2,2,147.95,423.0
0,131,13,3,4,5,5,256.5,166.0
0,202,15,11,2,6,6,150.65,8.0
0,116,13,36,3,5,5,436.55,135.0
0,67,12,13,4,6,6,321.75,49.0
0,60,10,42,4,1,1,233.3,20.0
0,95,12,6,1,1,1,254.65,193.0
0,52,9,57,0,4,4,243.15,98.0
0,178,14,40,2,4,4,465.3,92.0
0,87,13,16,1,2,2,301.7,54.0
0,26,9,8,1,4,4,227.4,68.0
0,217,15,30,2,4,4,253.2,43.0
0,95,11,20,3,5,5,400.3,324.0
1,41,9,5,1,7,6,257.5,110.0
0,11,8,32,2,1,1,246.6,552.0
0,228,17,44,2,1,4,273.3,59.0
0,52,11,26,4,2,2,395.15,189.0
0,3,8,11,0,1,1,251.45,373.0
0,43,9,40,1,4,5,378.85,248.0
0,62,10,24,4,2,2,414.95,564.0
0,171,16,13,2,2,2,352.9,140.0
0,140,14,6,2,3,3,425.4,247.0
0,100,12,29,2,2,2,254.9,336.0
0,57,11,19,0,3,3,327.6,5.0
0,7,8,22,0,1,1,229.75,118.0
0,45,10,19,1,3,3,319.3,183.0
0,138,14,55,1,2,2,224.9,349.0
0,153,17,29,0,0,0,228.7,617.0
0,62,10,29,0,4,4,166.4,51.0
0,48,9,53,2,6,6,285.4,25.0
1,279,17,48,0,6,5,220.65,100.0
0,147,13,30,3,4,4,271.0,224.0
0,108,15,49,2,3,3,289.85,454.0
0,69,13,53,2,1,1,374.95,180.0
1,166,13,32,1,5,6,366.65,179.0
2,77,11,39,2,6,4,431.95,71.0
0,137,12,56,0,5,5,229.55,117.0
0,164,17,21,2,1,1,229.65,416.0
0,18,9,11,0,3,3,384.8,201.0
0,157,15,9,3,5,5,318.5,1.0
0,245,16,33,3,6,6,239.8,163.0
0,187,16,14,2,3,3,314.85,11.0
0,36,10,51,4,0,0,413.85,908.0
0,171,17,31,1,6,6,418.5,5.0
0,8,8,27,3,2,2,381.35,214.0
0,25,8,57,1,2,2,307.45,397.0
0,10,8,43,1,2,2,174.6,115.0
0,129,15,49,4,1,1,236.3,249.0
0,91,11,28,2,2,2,156.35,440.0
0,20,8,41,0,2,3,370.9,189.0
3,90,11,24,3,7,4,501.35,55.0
0,129,14,18,2,3,3,265.6,280.0
0,61,10,48,2,4,4,350.35,67.0
0,223,17,22,3,1,1,141.05,437.0
0,229,17,45,3,5,5,253.25,48.0
0,156,16,24,2,3,3,379.7,57.0
0,38,9,56,2,2,2,271.85,228.0
0,4,8,4,4,3,3,209.7,195.0
0,230,17,28,3,3,3,295.5,36.0
0,133,17,28,2,3,3,244.2,190.0
0,65,12,42,1,0,0,245.3,1237.0
0,111,11,22,0,6,6,317.9,181.0
0,174,17,30,4,2,2,195.85,61.0
0,87,11,16,4,5,5,259.95,188.0
0,108,11,59,1,4,5,433.2,73.0
0,5,8,4,1,4,4,373.75,175.0
0,47,9,40,0,8,8,208.65,216.0
0,84,13,31,1,2,2,358.75,405.0
0,60,11,7,3,6,6,248.9,100.0
0,225,17,48,1,3,3,254.15,83.0
0,82,11,56,3,4,4,354.25,143.0
0,14,8,51,0,0,0,279.1,710.0
0,148,12,36,1,5,5,384.4,85.0
0,15,8,28,1,4,4,249.8,127.0
0,190,15,19,2,6,6,231.75,95.0
0,196,17,42,0,2,2,244.65,40.0
0,148,13,55,0,1,1,284.2,344.0
0,40,9,52,4,2,2,371.9,69.0
0,15,8,30,1,6,6,268.65,7.0
0,132,15,32,1,5,5,288.25,48.0
0,37,10,18,0,3,3,367.9,121.0
2,154,12,41,1,7,5,328.2,8.0
0,92,12,0,3,4,4,338.85,111.0
0,194,15,35,1,7,7,260.75,277.0
0,49,11,36,1,0,0,191.9,921.0
0,14,8,43,2,3,3,222.7,42.0
0,82,13,49,3,3,7,422.6,27.0
0,174,14,46,0,5,7,362.95,2.0
0,108,14,14,3,1,1,189.9,164.0
0,158,16,42,1,6,6,250.75,30.0
0,47,10,40,4,3,3,393.15,108.0
0,215,16,18,3,4,4,392.1,113.0
0,89,13,58,2,1,1,354.5,543.0
0,98,14,7,2,2,2,234.55,76.0
0,45,11,11,0,3,3,255.15,8.0
0,119,12,13,1,5,5,292.85,96.0
0,6,8,16,3,2,2,316.15,510.0
0,177,17,29,1,2,2,368.15,166.0
2,110,11,19,0,7,5,293.6,141.0
0,99,14,52,0,5,5,238.7,38.0
0,48,10,22,1,3,3,340.0,200.0
0,152,16,3,4,1,2,361.8,362.0
0,127,12,54,1,7,7,282.65,53.0
0,160,13,46,3,7,7,166.6,52.0
3,102,13,27,1,8,5,390.6,72.0
0,104,14,1,2,1,1,311.75,47.0
0,114,14,45,2,0,0,368.5,719.0
0,30,10,10,0,4,4,280.6,40.0
0,180,16,52,3,5,5,357.05,257.0
0,117,15,13,1,4,4,306.5,249.0
0,46,9,49,1,1,1,318.65,503.0
0,45,10,42,4,4,4,276.75,32.0
0,19,9,24,2,0,0,166.2,1008.0
0,119,15,13,1,3,3,301.6,230.0
0,95,15,6,2,5,5,247.35,167.0
1,35,9,33,3,3,2,600.75,115.0
0,72,10,22,0,5,5,294.7,10.0
0,57,10,30,2,6,6,237.5,170.0
1,223,17,30,2,4,5,363.0,27.0
0,65,12,29,0,7,7,348.05,128.0
1,77,12,3,1,6,5,330.55,120.0
0,229,15,55,0,3,3,385.45,56.0
1,134,11,58,1,7,6,298.5,65.0
0,56,10,20,3,3,3,325.5,155.0
0,208,15,45,4,6,6,334.6,88.0
0,62,10,46,2,3,3,308.0,19.0
0,181,14,18,4,6,7,297.65,16.0
0,35,10,1,4,5,5,354.0,238.0
0,95,12,45,4,3,3,300.5,252.0
0,101,12,4,4,5,5,275.75,112.0
0,100,13,35,4,6,6,280.4,31.0
0,121,13,5,1,2,2,332.5,222.0
1,9,8,17,0,5,4,372.4,183.0
0,207,17,8,4,2,2,334.05,149.0
0,176,13,47,4,9,9,284.4,147.0
0,47,10,54,2,0,0,268.5,726.0
0,141,14,6,1,2,2,332.35,43.0
0,113,14,45,1,2,2,282.7,46.0
0,111,12,36,4,4,5,362.3,213.0
0,40,9,28,4,5,5,287.25,10.0
0,70,12,3,0,6,6,310.95,109.0
0,217,15,15,1,7,7,333.5,84.0
0,33,8,52,0,4,5,311.7,182.0
0,13,8,26,1,6,6,273.1,98.0
0,20,9,15,3,2,2,351.45,37.0
0,220,16,9,4,2,3,318.4,432.0
0,108,13,54,4,1,1,329.55,543.0
0,70,10,52,3,7,7,287.7,120.0
0,88,13,49,4,3,3,266.6,108.0
0,87,11,35,3,3,3,179.45,259.0
0,61,10,22,4,1,1,221.45,472.0
1,235,16,24,2,5,4,352.8,115.0
0,130,13,2,0,3,3,243.35,155.0
0,139,15,17,2,3,3,261.5,62.0
0,15,8,39,2,4,4,221.05,87.0
0,93,12,44,0,7,7,251.85,43.0
0,1,8,0,4,0,0,180.65,50567.0
0,14,8,55,2,2,2,245.6,113.0
0,207,15,19,1,6,6,280.6,27.0
0,160,16,24,2,3,3,257.35,126.0
0,261,16,55,1,4,4,338.55,110.0
0,178,14,9,4,2,4,313.5,139.0
0,55,12,35,2,0,0,272.8,1120.0
0,174,16,26,4,4,4,190.9,65.0
0,153,14,58,3,2,2,332.7,132.0
0,199,15,5,0,7,7,351.35,137.0
0,36,8,55,0,5,7,327.65,90.0
0,42,9,50,2,3,3,251.85,223.0
0,48,9,54,3,7,7,315.0,18.0
0,43,10,22,3,4,4,284.0,191.0
0,199,17,2,0,1,1,291.95,438.0
0,70,12,0,1,5,5,212.5,92.0
0,113,14,54,0,4,4,168.35,17.0
0,256,17,40,0,1,1,329.45,231.0
1,21,8,30,1,10,9,312.8,47.0
1,120,12,38,4,6,5,280.55,36.0
0,30,9,4,2,6,6,355.8,40.0
1,115,12,45,2,5,4,312.9,7.0
0,50,11,48,4,1,1,344.75,268.0
0,153,16,12,4,5,5,375.9,20.0
0,79,12,48,3,1,1,305.4,95.0
0,174,16,10,0,3,3,174.75,26.0
0,49,9,44,2,3,3,343.6,56.0
0,121,13,5,2,5,5,292.75,78.0
0,3,8,5,3,2,2,212.85,251.0
0,45,9,15,1,5,5,308.55,42.0
0,35,9,56,4,1,1,401.55,241.0
0,32,9,45,3,3,3,432.5,223.0
0,57,10,36,2,5,5,474.05,122.0
0,162,17,26,2,2,2,348.0,180.0
0,37,10,8,0,1,1,302.0,43.0
0,17,8,35,4,5,5,297.25,123.0
0,61,10,23,1,4,4,322.05,43.0
3,224,15,59,4,9,6,339.25,18.0
0,158,16,36,1,5,5,184.7,86.0
0,204,16,6,1,6,6,405.75,102.0
0,234,16,24,0,5,5,256.5,8.0
0,6,8,10,0,3,3,231.85,239.0
0,34,9,43,4,2,2,244.95,370.0
0,53,10,12,0,2,2,231.65,51.0
0,15,8,36,2,5,5,294.3,98.0
0,71,11,53,4,3,3,412.45,112.0
0,177,15,20,3,3,3,336.95,84.0
0,110,14,35,1,3,3,302.3,164.0
0,135,16,59,2,2,2,445.5,286.0
4,103,12,28,2,8,4,379.05,172.0
0,116,12,16,1,10,10,310.8,2.0
0,219,16,1,4,4,4,307.95,103.0
0,6,8,7,2,5,5,224.45,103.0
0,43,10,0,1,1,1,293.9,17.0
0,181,16,38,1,1,1,277.65,545.0
0,16,8,31,3,4,4,286.25,83.0
0,142,15,26,4,4,4,237.3,121.0
0,91,15,0,1,1,1,202.65,82.0
0,7,8,14,2,2,2,157.15,203.0
0,54,11,15,0,2,2,262.05,42.0
0,15,8,54,3,1,1,359.05,348.0
0,148,17,44,3,3,3,286.55,91.0
0,145,14,59,0,3,3,223.7,61.0
0,187,14,49,1,7,8,367.55,53.0
1,175,14,21,3,5,4,303.0,133.0
1,218,16,15,2,7,6,340.35,21.0
0,63,11,9,3,3,3,277.35,263.0
0,188,16,7,4,6,6,231.25,35.0
0,33,9,47,4,0,1,482.8,617.0
0,120,16,13,0,3,3,271.0,168.0
0,145,14,38,3,6,6,300.85,114.0
0,110,15,41,4,3,3,478.6,59.0
0,34,10,36,4,1,1,277.35,558.0
0,77,13,24,0,2,2,187.05,320.0
0,93,13,31,0,1,1,293.7,346.0
0,39,10,53,1,4,4,221.65,105.0
0,114,17,45,1,0,0,269.75,978.0
0,55,10,30,1,4,4,397.95,316.0
0,141,13,17,4,5,5,327.55,49.0
0,192,15,50,3,0,0,225.25,729.0
0,70,10,28,2,3,5,312.7,106.0
0,86,13,34,1,2,2,285.55,165.0
0,97,11,46,1,6,6,247.95,24.0
0,84,11,35,3,5,5,338.65,119.0
0,112,14,16,0,4,4,277.85,175.0
0,70,11,39,1,2,2,193.65,141.0
0,208,16,2,0,5,5,281.85,108.0
4,225,17,50,4,8,7,214.9,107.0
0,72,13,14,4,1,1,290.85,413.0
0,53,11,53,1,2,2,235.1,9.0
0,197,15,18,0,4,4,311.35,322.0
0,85,12,38,2,2,2,347.7,136.0
1,110,14,38,4,8,7,321.05,13.0
0,71,11,54,1,2,2,344.45,310.0
0,80,11,10,4,4,4,402.75,176.0
0,123,15,9,3,2,2,257.3,64.0
3,19,8,19,1,11,8,284.45,38.0
0,34,9,51,2,4,4,349.95,20.0
0,16,8,31,1,5,5,241.05,134.0
0,186,15,42,4,3,3,252.15,268.0
0,42,10,48,2,1,1,409.5,480.0
0,26,9,39,4,1,1,284.15,549.0
0,90,14,12,1,4,4,432.15,218.0
0,230,17,25,3,8,8,221.55,56.0
0,41,10,54,2,3,3,462.65,220.0
0,83,13,23,1,7,7,156.35,95.0
0,6,8,24,3,2,2,365.6,269.0
0,117,12,17,0,5,5,433.55,218.0
0,194,15,28,0,3,3,371.85,40.0
0,91,12,36,3,5,5,381.95,155.0
5,217,17,12,4,6,4,537.05,236.0
0,25,10,1,2,2,2,397.1,21.0
0,145,16,47,3,4,4,319.35,56.0
0,6,8,14,2,3,3,128.95,186.0
0,161,14,51,3,2,2,338.2,67.0
0,126,14,24,2,1,1,205.8,567.0
0,142,14,15,2,4,4,378.0,16.0
1,38,9,49,2,6,5,384.2,52.0
0,218,17,17,3,0,0,263.05,753.0
0,127,14,37,0,1,1,325.95,165.0
0,22,8,53,4,6,6,242.25,191.0
0,44,9,37,4,4,4,272.1,40.0
0,127,13,3,3,4,4,202.25,49.0
0,112,15,13,2,3,3,265.0,141.0
0,13,8,34,1,2,2,204.05,172.0
0,24,8,59,1,2,2,307.05,83.0
0,177,17,41,4,2,2,193.7,168.0
0,63,10,41,3,3,3,239.15,84.0
0,151,14,29,1,2,2,252.85,295.0
0,70,11,29,2,4,4,264.0,50.0
0,150,14,38,2,6,6,394.45,75.0
0,141,14,33,1,4,4,276.95,243.0
0,28,8,50,4,9,9,299.9,61.0
0,162,14,50,2,6,6,445.55,84.0
0,130,12,57,2,4,4,248.35,42.0
0,91,13,13,0,3,3,320.3,258.0
0,96,14,15,4,3,3,292.5,178.0
0,86,11,25,4,4,4,236.35,221.0
0,163,15,53,4,3,3,195.05,23.0
0,32,9,34,4,2,2,327.2,271.0
0,121,14,0,4,3,3,185.2,78.0
0,45,10,56,1,3,3,367.3,213.0
0,40,9,44,2,3,3,233.05,314.0
0,90,14,5,0,1,1,304.3,309.0
0,102,14,30,2,3,3,306.8,161.0
0,123,15,15,1,4,4,272.9,38.0
0,111,13,24,2,1,1,200.8,519.0
0,33,9,47,1,4,4,386.5,87.0
0,131,16,27,3,2,2,239.7,164.0
0,28,9,22,4,2,2,348.15,173.0
0,241,17,54,2,5,5,205.0,88.0
0,2,8,2,4,1,1,344.9,129.0
0,35,10,32,4,6,6,213.95,19.0
0,94,13,25,3,3,3,272.6,16.0
0,29,9,6,2,3,3,194.95,382.0
0,236,16,29,1,1,1,311.95,344.0
0,98,12,18,3,4,4,226.2,90.0
0,18,8,34,3,3,3,302.45,7.0
0,155,14,5,3,4,4,264.75,95.0
0,118,12,41,1,4,4,272.4,128.0
0,101,14,41,1,2,2,289.4,13.0
0,101,15,23,2,2,2,241.85,240.0
0,80,12,19,3,4,4,284.4,54.0
0,226,17,7,4,1,1,227.9,459.0
0,144,15,5,0,3,3,319.75,133.0
0,12,8,25,0,3,3,250.15,113.0
0,79,12,51,1,1,1,308.65,331.0
0,259,17,18,1,3,6,418.65,105.0
0,202,17,48,3,3,3,275.85,16.0
0,112,14,20,1,6,6,308.8,130.0
0,158,16,14,2,6,6,297.8,35.0
0,110,11,43,3,2,2,229.4,209.0
0,106,12,10,2,3,3,254.6,224.0
0,16,8,28,0,8,8,337.05,102.0
0,130,14,54,2,3,3,349.4,36.0
0,106,14,41,0,2,2,347.95,110.0
0,261,17,4,1,7,7,434.3,25.0
0,133,13,8,1,6,6,309.55,16.0
0,58,10,58,4,6,6,308.7,75.0
0,51,10,38,2,0,0,236.15,952.0
0,133,16,37,2,4,4,382.55,16.0
0,110,14,4,4,3,3,270.7,204.0
0,151,13,40,1,8,8,329.85,52.0
0,163,13,11,1,3,3,273.55,83.0
0,68,12,32,4,2,2,259.95,231.0
0,8,8,28,2,0,0,384.65,766.0
0,11,8,52,0,2,2,243.3,197.0
0,173,16,56,1,4,4,387.95,107.0
0,237,16,45,0,1,1,240.0,211.0
0,136,13,46,2,2,2,267.95,97.0
0,71,10,30,0,4,4,322.2,138.0
1,156,13,37,4,8,7,322.1,43.0
0,81,11,4,2,5,5,204.6,171.0
0,170,15,22,1,4,4,256.5,267.0
0,11,8,39,2,0,0,395.2,791.0
0,61,10,7,0,4,4,356.9,59.0
0,123,13,2,0,6,6,400.85,33.0
0,130,15,12,3,2,2,227.5,0.0
0,166,17,18,3,3,3,323.05,368.0
0,98,13,49,0,1,1,358.9,528.0
0,78,13,30,1,1,1,292.35,519.0
0,73,13,0,3,6,6,258.2,74.0
0,47,11,3,4,3,3,287.85,379.0
0,144,17,38,4,5,5,325.0,328.0
0,108,13,7,1,4,4,406.7,95.0
0,171,15,52,1,4,4,435.8,79.0
0,55,10,11,2,6,6,177.55,231.0
0,91,11,16,4,2,4,278.35,298.0
0,101,12,21,3,5,5,212.55,118.0
0,137,17,40,0,5,5,349.55,26.0
0,5,8,24,0,2,2,308.2,112.0
0,70,10,47,0,4,4,263.65,127.0
0,84,11,46,3,4,4,400.75,190.0
0,20,8,45,3,6,6,277.85,5.0
0,120,15,8,0,2,2,495.55,206.0
0,54,11,15,0,2,2,218.7,297.0
0,170,17,3,2,4,4,352.65,23.0
1,297,17,52,4,7,9,239.75,5.0
0,117,12,58,2,3,3,268.85,128.0
0,66,11,52,3,2,4,424.3,164.0
0,197,15,1,0,1,1,271.7,521.0
0,148,15,44,4,1,1,266.85,164.0
0,33,9,44,4,4,4,247.6,68.0
0,35,9,36,1,7,7,380.3,201.0
0,86,11,43,0,3,3,248.75,194.0
0,97,12,47,0,4,4,341.8,233.0
0,223,17,31,2,8,8,323.95,68.0
0,183,15,33,0,1,1,410.6,502.0
4,200,16,12,3,9,5,355.85,4.0
0,81,13,10,4,3,3,196.45,56.0
0,102,14,23,1,2,2,319.75,230.0
0,12,8,29,2,5,5,230.45,158.0
0,121,12,20,0,1,1,370.95,222.0
0,92,12,29,4,7,7,375.6,224.0
1,77,12,7,4,2,3,411.8,75.0
0,95,13,44,1,3,3,254.95,141.0
0,8,8,31,0,1,1,192.1,355.0
